ID,Nationality,Club,Age,Value,Wage,Name,Special
224875,Nigeria,Malmö FF,21,925K,2K,B. Innocent,1728
228971,Spain,SV Mattersburg,30,475K,6K,Jano,1718
232811,Japan,Yokohama F. Marinos,25,775K,3K,J. Amano,1702
238699,Germany,Chemnitzer FC,25,575K,1K,K. Kunz,933
197996,Sweden,GIF Sundsvall,25,650K,1K,E. Larsson,1785
213868,Cameroon,Stade Brestois 29,22,750K,2K,J. Castelletto,1674
233068,Spain,C.D. Leonesa S.A.D.,27,650K,3K,Iván Garrido,1671
210029,Republic of Ireland,Rochdale,23,725K,2K,J. Rafferty,1657
228205,South Africa,Kaizer Chiefs,28,575K,1K,D. Cardoso,1515
230509,Brazil,Clube Atlético Paranaense,25,725K,5K,Danilo Sacrio,1624
234093,Hungary,SK Rapid Wien,21,1M,5K,T. Szántó,1820
173165,Italy,Cremonese,28,525K,1K,N. Ravaglia,1013
241005,Uruguay,Royal Antwerp FC,18,1.3M,3K,J. Ardaiz,1542
214382,Colombia,Tigres FC,29,500K,1K,I. Rivas,1739
161646,France,US Quevilly-Rouen,30,425K,2K,J. Hartock,1049
236142,Brazil,Fluminense Football Club,33,260K,9K,Nildo Reisão,1528
172398,Iceland,SønderjyskE,28,525K,4K,E. Jónsson,1727
205423,Kosovo,Lyngby BK,25,800K,4K,H. Shala,1799
212335,Colombia,Jaguares Fútbol Club,31,575K,1K,V. Zapata,1845
214383,Colombia,Atlético Bucaramanga,24,750K,1K,H. Obando,1554
216175,Austria,FC Red Bull Salzburg,24,625K,5K,C. Stanković,1105
223855,Uruguay,Club Atlético Tigre,30,475K,4K,H. Pereira,1889
230511,Brazil,Atlético Clube Goianiense,29,650K,5K,Emílio Trevões,1590
209264,Norway,Vålerenga Fotball,22,1M,2K,B. Finne,1664
226928,Turkey,Alanyaspor,29,475K,4K,B. Emir,1700
189808,Republic of Ireland,Scunthorpe United,27,675K,4K,P. Madden,1673
213105,Wales,Wigan Athletic,22,850K,12K,L. Evans,1707
164465,England,Bradford City,31,425K,4K,T. McMahon,1766
183665,Austria,SCR Altach,29,625K,5K,B. Prokopič,1845
188017,Italy,Palermo,36,90K,1K,A. Pomini,1081
192369,Argentina,Montreal Impact,30,475K,2K,H. Bernardello,1733
202866,Uruguay,Vancouver Whitecaps FC,25,775K,3K,N. Mezquida,1643
211314,Spain,Cádiz C.F.,25,800K,3K,Nico Hidalgo,1718
215410,France,Stade Brestois 29,22,975K,2K,B. Chardonnet,1570
220786,Norway,Stabæk Fotball,21,950K,1K,M. Njie,1573
238450,England,Lincoln City,23,975K,8K,S. Raggett,1376
192114,Mexico,CD Feirense,23,725K,3K,A. Briseño,1610
228979,Belgium,Waasland-Beveren,22,875K,3K,O. Myny,1672
199284,Switzerland,FC Thun,30,600K,5K,D. Hediger,1832
212340,Germany,Hansa Rostock,25,775K,1K,S. Wannenwetsch,1778
225908,England,Borussia Mönchengladbach,18,1.2M,10K,R. Oxford,1557
152181,Austria,1. FC Union Berlin,36,90K,4K,M. Gspurning,1101
230261,Brazil,São Paulo Futebol Clube,33,260K,7K,Renan Tojeiras,1813
240501,Greece,AS Saint-Étienne,19,975K,4K,A. Katranis,1691
201078,Scotland,Partick Thistle F.C.,26,625K,2K,C. Booth,1692
152950,Poland,Lechia Gdańsk,33,250K,3K,G. Wojtkowiak,1658
220534,Italy,Empoli,20,1.3M,10K,S. Luperto,1507
221558,Colombia,CD America de Cali,23,800K,1K,B. Angulo,1667
227446,Netherlands,Scunthorpe United,26,800K,4K,K. van Veen,1517
198007,United States,Houston Dynamo,29,500K,3K,E. Alexander,1783
199287,Ivory Coast,US Quevilly-Rouen,26,675K,2K,E. Tié Bi,1712
203127,Togo,Göztepe,26,750K,5K,P. Segbefia,1783
211831,Germany,Würzburger FV,25,775K,1K,D. Mast,1582
213367,France,AS Nancy Lorraine,24,775K,2K,L. Abergel,1677
171895,Mexico,Lobos de la BUAP,30,425K,2K,F. Canales,1193
239479,Italy,Cremonese,29,650K,2K,S. Scappini,1548
216184,Austria,SCR Altach,25,800K,5K,S. Nutz,1842
222840,Senegal,OGC Nice,21,900K,6K,R. Coly,1624
230264,Brazil,Clube Atlético Paranaense,33,400K,5K,Dilson Calegari,1699
239992,Croatia,Wellington Phoenix,30,475K,2K,G. Paracki,1730
234873,Croatia,Perugia,24,900K,11K,M. Pajač,1736
182905,Norway,FK Haugesund,29,500K,2K,V. Skjerve,1696
200058,Denmark,Stabæk Fotball,27,675K,2K,T. Brochmann,1680
204922,Austria,FC Admira Wacker Mödling,23,625K,2K,A. Leitner,995
212346,Korea Republic,FC Seoul,27,725K,3K,Lee Seok Hyun,1678
216186,Austria,SK Sturm Graz,27,675K,7K,P. Zulechner,1621
167546,Russia,FC Anzhi Makhachkala,29,425K,5K,A. Solosin,1033
238971,Germany,1. FC Magdeburg,21,950K,1K,M. Niemeyer,1558
205692,Senegal,Gençlerbirliği SK,25,700K,5K,O. N'Diaye,1554
210044,England,Portsmouth,25,725K,3K,C. Burgess,1411
214140,Uruguay,Puebla,32,525K,3K,A. Navarro,1517
234108,Argentina,Boca Juniors,18,1.3M,4K,G. Maroni,1660
236924,Portugal,SC Braga,20,825K,3K,Bruno Wilson,1447
239484,Portugal,Tondela,22,925K,2K,João Vasco,1557
198269,England,Plymouth Argyle,25,775K,3K,J. Jervis,1597
211581,United States,Excelsior,23,775K,3K,S. O'Neill,1707
228221,Spain,Gimnàstic de Tarragona,24,700K,2K,Bernabé,1092
183933,Netherlands,Roda JC Kerkrade,32,350K,3K,A. van Peppen,1799
203902,Uruguay,Tiburones Rojos de Veracruz,25,775K,3K,A. Luna,1738
207742,Netherlands,Sparta Rotterdam,27,750K,4K,P. van Moorsel,1665
215422,Germany,Hansa Rostock,22,800K,1K,F. Holthaus,1659
220030,France,Nîmes Olympique,23,850K,1K,G. Paquiez,1701
156542,Belgium,Sint-Truidense VV,30,600K,4K,J. Legear,1779
222590,Colombia,Houston Dynamo,21,900K,2K,M. Manotas,1661
226430,Montenegro,West Ham United,18,1.3M,12K,S. Hakšabanovič,1679
237182,Mozambique,CS Marítimo,22,1M,3K,Gildo,1638
200831,Netherlands,ADO Den Haag,28,650K,4K,A. El Khayati,1668
238975,Germany,1. FC Magdeburg,34,325K,1K,M. Sowislo,1722
186751,England,Fleetwood Town,27,675K,3K,B. Grant,1729
190592,Austria,Wolfsberger AC,27,625K,4K,M. Sollbauer,1405
200577,Korea Republic,Jeonbuk Hyundai Motors,30,475K,3K,Lee Yong,1796
216449,Portugal,Vitória Setúbal,22,900K,2K,Tomás Podstawski,1630
221569,Colombia,Alianza Petrolera,25,825K,1K,Y. Mena,1537
187265,Mexico,Puebla,29,625K,3K,F. Acuña,1670
189569,Czech Republic,Korona Kielce,29,500K,2K,R. Dejmek,1560
224386,Argentina,Newell's Old Boys,20,1.1M,4K,M. Tévez,1668
190594,Austria,Göztepe,27,525K,5K,T. Kayhan,1843
209027,Saudi Arabia,Ettifaq FC,26,575K,4K,A. Al Kassar,1086
231299,Bolivia,,31,0,0,Marteli,1393
237187,Colombia,CD Los Millionarios Bogota,29,500K,2K,A. Figueroa,1484
224388,Colombia,CPD Junior Barranquilla,21,1M,1K,J. Gómez,1489
230532,Saudi Arabia,Al Ahli,25,700K,10K,A. Zain,1779
193412,Argentina,Arsenal de Sarandí,28,650K,4K,D. Drocco,1857
204165,Germany,SG Sonnenhof Großaspach,27,525K,1K,S. Schiek,1817
211845,Germany,DSC Arminia Bielefeld,23,850K,2K,N. Quaschner,1696
216709,Croatia,VfL Osnabrück,28,525K,1K,A. Sušac,1450
229509,Austria,SV Mattersburg,31,575K,7K,M. Perlak,1709
165509,Republic of Ireland,Charlton Athletic,29,650K,5K,B. Clarke,1711
192645,Germany,Roda JC Kerkrade,27,675K,4K,D. Schahin,1621
193669,Netherlands,NAC Breda,27,675K,3K,J. Stans,1823
198534,Denmark,SønderjyskE,25,800K,4K,M. Rømer,1756
236166,Brazil,Atlético Clube Goianiense,33,400K,4K,Ever Rodeiro,1812
237446,Romania,Al Faisaly,30,625K,8K,M. Axente,1621
198279,United States,Real Salt Lake,29,500K,3K,C. Schuler,1427
202375,Austria,Wolfsberger AC,25,700K,4K,D. Offenbacher,1916
205447,Germany,SV Wehen Wiesbaden,25,775K,1K,M. Kuhn,1770
214407,Colombia,Corporación Club Deportivo Tuluá,36,90K,1K,Y. Arrechea,1354
214663,Argentina,Racing Club de Avellaneda,24,850K,5K,S. Nagüel,1719
219527,Colombia,Atletico Nacional Medellin,24,700K,1K,C. Mafla,1617
134792,England,Northampton Town,31,575K,3K,D. Bowditch,1787
200840,England,Oxford United,24,775K,3K,C. Nelson,1638
142728,Argentina,Temperley,36,200K,2K,L. Di Lorenzo,1785
211848,Germany,SC Paderborn 07,25,800K,1K,B. Zolinski,1796
215176,Colombia,Atlético Bucaramanga,26,700K,2K,Y. Mejía,1751
152456,England,Wycombe Wanderers,32,375K,4K,S. Brown,1095
221576,Korea Republic,Incheon United FC,25,700K,2K,Kwak Hae Seong,1655
162952,Argentina,Talleres de Cordoba,38,40K,2K,M. Caranta,1104
236168,Brazil,Clube Atlético Mineiro,29,625K,10K,Raphael Doninho,1779
238984,Germany,SC Fortuna Köln,24,825K,1K,M. Farrona Pulido,1545
239752,Germany,1. FC Magdeburg,23,725K,1K,S. Schäfer,1418
210313,Austria,SK Rapid Wien,22,900K,6K,T. Murg,1754
183945,Norway,Molde FK,28,675K,3K,F. Brustad,1615
198538,Denmark,Hammarby IF,25,675K,2K,B. Paulsen,1802
207754,France,Stade Brestois 29,24,850K,2K,K. Mayi,1577
211850,Namibia,FC Carl Zeiss Jena,26,750K,1K,M. Starke,1680
221322,Republic of Ireland,Bury,21,875K,2K,E. O'Connell,1561
223370,Germany,Roda JC Kerkrade,23,875K,3K,M. Engels,1601
233098,Netherlands,Sparta Rotterdam,18,1.2M,2K,S. Floranus,1710
190602,Italy,Carpi,26,650K,7K,R. Brosco,1311
194954,Russia,FC Rostov,26,650K,11K,V. Ustinov,1609
202123,England,Milton Keynes Dons,23,875K,3K,C. Aneke,1797
229515,Spain,Real Valladolid,24,750K,2K,Ángel,1744
178315,Japan,Kawasaki Frontale,29,650K,3K,T. Morimoto,1702
183691,Austria,FC Admira Wacker Mödling,30,475K,3K,D. Toth,1873
187275,Korea Republic,Jeonbuk Hyundai Motors,29,425K,3K,Hong Jung Nam,1054
211340,Bolivia,,27,0,0,G. Valverde,1521
213644,Germany, SSV Jahn Regensburg,25,675K,3K,A. Geipl,1775
214668,Argentina,San Jose Earthquakes,26,750K,3K,L. Barrera,1677
224396,Colombia,Unión de Santa Fe,25,675K,4K,Y. Gómez Andrade,1316
182156,Republic of Ireland,Cork City,28,525K,1K,G. Bolger,1801
198285,England,Milton Keynes Dons,24,650K,2K,L. Nicholls,1064
201869,Canada,Vancouver Whitecaps FC,24,675K,2K,R. Teibert,1778
205197,Spain,Lorca Deportiva CF,28,650K,3K,Carlos Martínez,1650
208781,Netherlands,PEC Zwolle,22,875K,3K,W. Marinus,1669
214669,Argentina,Temperley,27,750K,4K,M. Figueroa,1629
184461,Slovakia,Zagłębie Lubin,34,200K,3K,L. Guldan,1527
188813,Spain,Lorca Deportiva CF,23,850K,2K,Adán Gurdiel,1778
202894,Slovakia,Avellino,24,825K,1K,R. Lašík,1818
215182,Argentina,Arsenal de Sarandí,27,675K,3K,I. Bella,1845
238222,Sweden,Djurgårdens IF,19,975K,1K,F. Beijmo,1615
177294,South Africa,,29,0,0,D. Furman,1832
193422,Norway,SK Brann,25,850K,2K,T. Børven,1630
225423,Colombia,CD Los Millionarios Bogota,19,1.2M,1K,S. Vega,1545
160143,Chile,Curicó Unido,25,725K,2K,O. Fisdono,1673
235407,Germany,1. FC Köln,18,1.3M,5K,S. Özcan,1697
240271,Greece,PAOK Thessaloniki,19,1.1M,1K,D. Limnios,1637
216464,Republic of Ireland,Preston North End,22,900K,4K,A. Browne,1822
221328,Netherlands,Willem II,23,775K,3K,E. Lieftink,1785
228240,France,SV Darmstadt 98,23,825K,5K,R. Lacazette,1816
210833,Italy,Bari,23,950K,8K,R. Improta,1470
225681,Ecuador,,24,0,0,L. León,1339
239249,Spain,FC Barcelona B,18,1.2M,1K,Oriol Busquets,1600
186513,Mexico,Club Atlas,31,425K,6K,D. Arreola,1826
232082,United States,San Jose Earthquakes,23,650K,2K,A. Tarbell,934
188818,Cameroon,SCR Altach,29,625K,5K,L. Ngwat Mahop,1781
201875,United States,Portland Timbers,28,550K,2K,J. Attinella,1159
223635,Turkey,Gençlerbirliği SK,26,700K,5K,M. Taş,1668
232083,Ghana,Philadelphia Union,23,850K,2K,J. Yaro,1643
190611,Mexico,Club Atlas,26,775K,7K,J. Barraza,1706
192915,Mexico,Necaxa,27,750K,15K,O. Arce,1623
230036,Netherlands,AFC Eskilstuna,22,875K,1K,F. Noor,1782
165012,Poland,Jagiellonia Białystok,30,475K,3K,M. Wasiluk,1546
233108,Netherlands,Sparta Rotterdam,29,625K,4K,T. Verhaar,1697
169108,Peru,,40,0,0,L. Butrón,1077
160149,Chile,Santiago Wanderers,25,725K,2K,C. Gazale,1624
232853,Japan,Sagan Tosu,27,675K,2K,H. Kawano,1817
182677,Germany,SG Dynamo Dresden,30,475K,4K,F. Müller,1757
187797,England,Notts County,27,600K,5K,S. Brisley,1423
193173,Northern Ireland,Burton Albion,26,700K,3K,M. Lund,1782
207510,Japan,Urawa Red Diamonds,31,575K,4K,T. Lee,1686
223638,Romania,Montreal Impact,22,750K,10K,D. Boldor,1445
230038,France,AS Saint-Étienne,19,975K,3K,A. Maisonnial,1132
238486,Brazil,MSV Duisburg,21,900K,2K,C. Oliveira Souza,1675
200087,Poland,Śląsk Wrocław,32,525K,3K,A. Piech,1703
203415,England,Bradford City,24,900K,3K,J. Reeves,1783
211095,Denmark,Birmingham City,24,850K,8K,N. Brock-Madsen,1548
160151,Chile,Curicó Unido,29,650K,2K,E. Barrega,1590
235159,Argentina,Talleres de Cordoba,22,900K,4K,G. Ramírez,1824
235927,Argentina,Racing Club de Avellaneda,22,1M,5K,P. Cuadra,1577
169112,England,Gillingham,30,600K,3K,L. Martin,1811
206489,England,Barnsley,24,675K,3K,E. Fryers,1682
215193,Argentina,Club Atlético Tigre,23,825K,3K,L. Menossi,1824
178585,Wales,,28,0,0,S. Church,1724
183449,Wales,Wycombe Wanderers,30,475K,5K,J. Jacobson,1804
203930,Mali,Milton Keynes Dons,26,650K,4K,O. Cissé,1571
204442,France,Royal Excel Mouscron,28,525K,4K,D. Mohamed,1794
233114,England,Manchester United,20,1M,18K,J. Riley,1719
240282,Czech Republic,Brighton & Hove Albion,21,850K,9K,A. Matějů,1727
184474,Germany,SV Wehen Wiesbaden,28,575K,1K,K. Pezzoni,1472
225435,Colombia,CD Once Caldas Manizales,20,975K,1K,J. Moreno,1361
229019,Germany,MSV Duisburg,20,1.2M,2K,A. Engin,1572
235419,Austria,1. FC Heidenheim,22,900K,5K,N. Dovedan,1702
215708,France,US Orléans Loiret Football,26,700K,2K,A. Monfray,1642
228508,Germany,FC Erzgebirge Aue,24,750K,2K,F. Kalig,1601
230044,France,Oldham Athletic,24,875K,2K,M. Maouche,1770
232860,Japan,F.C. Tokyo,26,700K,4K,K. Higashi,1743
202909,Sweden,IFK Göteborg,32,375K,2K,D. Boo Wiklander,1524
204445,Northern Ireland,Heart of Midlothian,28,500K,3K,M. Smith,1725
219293,Poland,Cracovia,21,750K,2K,M. Helik,1538
220829,Italy,Brescia,25,825K,8K,E. Torregrossa,1474
222109,Scotland,Motherwell,20,950K,2K,C. Cadden,1701
224669,China PR,,27,0,0,Yin Hongbo,1727
229277,Germany,Karlsruher SC,21,775K,5K,J. Föhrenbach,1599
181149,Canada,1. FC Magdeburg,31,425K,1K,A. Hainault,1652
217758,Northern Ireland,Queens Park Rangers,25,825K,9K,C. Washington,1604
226206,Spain,Málaga CF,21,825K,5K,Clavería,1740
231070,Argentina,Unión de Santa Fe,24,750K,3K,B. Pittón,1717
232350,Croatia,Palermo,21,925K,1K,J. Posavec,893
178590,Poland,Wisła Kraków,29,475K,3K,T. Cywka,1809
203423,Australia,Melbourne Victory,25,600K,2K,L. Thomas,1077
209567,Saudi Arabia,Al Ittihad,30,600K,10K,R. Sufyani,1730
210591,Russia,FC Ural,27,525K,9K,V. Khozin,1723
216479,Albania,Legia Warszawa,26,825K,4K,A. Sadiku,1573
234399,Germany,SV Werder Bremen,19,1.4M,5K,J. Eggestein,1597
179871,Mexico,Tiburones Rojos de Veracruz,29,500K,15K,M. Viniegra,1800
198816,France,US Orléans Loiret Football,33,260K,2K,P. Bouby,1768
204193,Germany,Norwich City,24,850K,9K,T. Trybull,1762
230561,Netherlands,Leeds United,19,1.1M,6K,J. Grot,1618
231841,France,FC Sochaux-Montbéliard,20,925K,2K,M. Prévot,955
240289,Spain,Real Valladolid,21,875K,2K,Calero,1429
189345,Germany,Holstein Kiel,32,375K,4K,D. Peitz,1531
193697,Bosnia Herzegovina,Termalica Bruk-Bet Nieciecza,32,375K,2K,V. Jovanović,1783
213922,Germany,1. FC Magdeburg,26,625K,1K,D. Erdmann,1598
19874,England,Huddersfield Town,35,150K,8K,D. Whitehead,1786
235938,Uruguay,Chacarita Juniors,23,825K,7K,S. Gorga,1491
240034,Slovakia,Sparta Praha,25,700K,1K,L. Štetina,1428
184482,Turkey,Bolton Wanderers,28,650K,11K,J. Karacan,1865
198051,United States,Portland Timbers,29,500K,3K,B. Zemanski,1816
227235,Austria,DSC Arminia Bielefeld,25,850K,11K,K. Kerschbaumer,1714
229539,Argentina,Temperley,23,900K,5K,E. Montagna,1695
181411,Bulgaria,,33,0,0,Marcelinho,1688
186531,United States,Portland Timbers,29,475K,3K,C. Myers,1800
193443,Netherlands,ADO Den Haag,26,550K,3K,T. Coremans,1086
202404,Brazil,Al Raed,29,625K,7K,Daniel Amora,1743
208036,Austria,SKN St. Pölten,29,625K,5K,L. Thürauer,1629
226468,Italy,Ascoli,20,1.1M,1K,A. Favilli,1407
232356,Korea Republic,Daegu FC,26,650K,2K,Park Tae Hong,1413
232612,Japan,Gamba Osaka,29,475K,4K,K. Yonekura,1540
193956,England,Preston North End,28,650K,5K,B. Pringle,1796
202661,Denmark,Lyngby BK,26,750K,4K,D. Boysen,1730
211365,Norway,Molde FK,22,900K,2K,E. Hestad,1779
221605,Sweden,Malmö FF,23,900K,2K,A. Jeremejeff,1468
164773,Scotland,Kilmarnock,31,425K,2K,S. Smith,1806
184229,Norway,Sarpsborg 08 FF,29,475K,2K,J. Thomassen,1782
199590,Netherlands,Aalesunds FK,27,650K,2K,K. Ramsteijn,1617
221350,France,NAC Breda,20,1.1M,3K,T. Ambrose,1588
229286,Germany,1. FC Heidenheim,20,925K,4K,T. Skarke,1598
236198,Brazil,Vitória ,25,725K,4K,Luis Marleiro,1764
182694,England,Rotherham United,27,600K,4K,J. Mattock,1722
229543,Benin,Stade Brestois 29,23,750K,2K,D. Kiki,1743
237223,Germany,Atlanta United FC,23,950K,2K,J. Gressel,1810
231848,France,Toulouse FC,20,1.4M,6K,Q. Boisgard,1668
235944,Spain,RC Celta de Vigo,20,1.2M,5K,Brais Méndez,1553
186536,United States,Vancouver Whitecaps FC,27,675K,3K,B. Shea,1891
206249,Liechtenstein,Toronto FC,26,650K,2K,N. Hasler,1741
209833,Spain,RC Celta de Vigo,23,950K,6K,Tià Sastre,1742
237481,South Africa,Orlando Pirates,29,475K,1K,M. Van Heerden,1676
204458,England,AFC Wimbledon,24,775K,2K,A. Oshilaja,1526
232874,Japan,Kashima Antlers,32,350K,4K,S. Yamamoto,1729
190122,Scotland,Sheffield United,28,650K,12K,P. Coutts,1830
222123,United States,New York Red Bulls,24,775K,2K,A. Long,1596
223147,Germany,Eintracht Braunschweig,24,875K,7K,J. Biada,1733
160171,Chile,Curicó Unido,25,550K,1K,E. Franquez,1776
191915,Korea Republic,Jeonbuk Hyundai Motors,27,600K,3K,Lim Jong Eun,1478
193195,Switzerland,FC St. Gallen,25,825K,5K,N. Ben Khalifa,1683
134828,Scotland,Kilmarnock,32,375K,2K,K. Broadfoot,1401
189868,Jamaica,Charlton Athletic,30,600K,4K,M. Marshall,1702
211373,Ghana,BK Häcken,23,950K,2K,N. Mohammed,1522
214445,Colombia,Jaguares Fútbol Club,25,875K,1K,D. López,1672
163757,Wales,Milton Keynes Dons,25,775K,3K,J. Walsh,1597
237997,Mexico,FC Groningen,19,1.2M,2K,U. Antuna,1603
159918,Chile,Club de Deportes Temuco,29,475K,1K,R. Matisano,1777
191662,Korea Republic,Ulsan Hyundai Horang-i,30,475K,2K,Kim Sung Hwan,1928
198063,Spain,Lorca Deportiva CF,29,650K,3K,Onwu,1674
205999,Netherlands,VVV-Venlo,24,700K,3K,M. Rutten,1720
209071,Saudi Arabia,Al Ittihad,26,625K,10K,Y. Al Nakhli,1734
216751,Bolivia,,25,0,0,D. Bejarano,1541
222895,Brazil,Orlando City Soccer Club,21,725K,2K,Leo Pereira,1472
225455,Chile,Necaxa,19,875K,2K,V. Dávila,1606
234927,Canada,Toronto FC,21,1.2M,2K,R. Edwards,1792
241071,Portugal,FC Porto,19,1.4M,2K,Moreto Cassamá,1803
192431,Spain,C.D. Leonesa S.A.D.,28,575K,3K,Mario Ortíz,1698
231856,Spain,Real Madrid CF,20,1M,22K,Álvaro Tejero,1758
192688,Greece,Aalesunds FK,29,650K,5K,A. Papazoglou,1520
200369,Norway,Sarpsborg 08 FF,29,625K,2K,O. Halvorsen,1761
144050,Kosovo,FC Erzgebirge Aue,33,400K,3K,A. Bunjaku,1673
159922,Chile,Club de Deportes Temuco,29,475K,1K,L. Gonzaloz,1750
163762,Republic of Ireland,Rochdale,30,475K,2K,K. Keane,1593
234418,Germany,1. FC Union Berlin,23,700K,7K,P. Kurzweg,1742
191154,Sweden,Aarhus GF,27,675K,4K,T. Sana,1566
216755,Brazil,Estoril Praia,21,1M,22K,Abner,1713
224435,Uruguay,Bahía Blanca,30,600K,3K,E. Tellechea,1793
160179,Chile,Santiago Wanderers,29,475K,2K,H. Sendiero,1648
234163,Germany,DSC Arminia Bielefeld,20,1M,2K,K. Staude,1647
193715,Algeria,Boavista FC,27,550K,3K,A. Tahar,1852
204212,Romania,Arsenal Tula,32,475K,8K,A. Bourceanu,1924
209844,France,Hansa Rostock,26,700K,1K,M. Bouziane,1626
221620,United States,Colorado Rapids,23,825K,2K,M. Hairston,1768
233140,Japan,Sagan Tosu,23,850K,2K,R. Harakawa,1790
238004,Iceland,PSV,20,1M,4K,A. Guðmundsson,1636
220085,Germany,Hamburger SV,21,1.1M,8K,G. Waldschmidt,1543
234933,Serbia,Piast Gliwice,25,675K,2K,A. Sedlar,1450
191669,Korea Republic,Jeonbuk Hyundai Motors,31,550K,4K,Jeong Hyuk,1876
208566,Spain,C.D. Leonesa S.A.D.,27,625K,3K,Antonio Martínez,1704
215990,Argentina,Gimnasia y Esgrima La Plata,26,700K,4K,O. Benítez,1449
221622,United States,Chicago Fire Soccer Club,24,700K,2K,C. Dean,1358
222134,Egypt,,28,0,0,T. Hamed,1815
158902,Scotland,Nottingham Forest,31,425K,8K,D. Fox,1826
234678,Denmark,KRC Genk,20,850K,3K,J. Mæhle,1667
237750,Japan,Hokkaido Consadole Sapporo,31,575K,2K,K. Tokura,1599
240054,Morocco,Paris FC,24,850K,2K,S. Alami,1664
189110,Scotland,Hibernian,27,625K,2K,P. Hanlon,1557
204727,Germany,SC Fortuna Köln,29,650K,1K,H. Dahmani,1679
232375,Japan,Urawa Red Diamonds,30,600K,4K,T. Umesaki,1731
238263,Norway,FK Haugesund,20,1M,1K,F. Knudsen,1371
192695,England,Portsmouth,26,625K,4K,N. Thompson,1665
203704,Egypt,,30,0,0,I. Salah,1806
214200,Colombia,Jaguares Fútbol Club,24,750K,1K,J. Zuluaga,1609
215480,Montenegro,Waasland-Beveren,21,950K,3K,A. Boljević,1611
232120,United States,Levante UD,20,900K,5K,S. Moore,1729
238008,England,Philadelphia Union,21,750K,2K,J. Elliott,1380
179896,Sweden,BK Häcken,33,400K,2K,M. Ranégie,1484
188856,Austria,Wolfsberger AC,26,650K,4K,C. Klem,1752
198073,England,Oxford United,27,600K,3K,A. Martin,1404
215993,Argentina,Atlético Tucumán,26,700K,3K,D. Miloc,1698
219833,France,Hansa Rostock,22,825K,1K,J. Nadeau,1496
222393,Colombia,La Equidad,34,180K,1K,J. Cano,1607
166841,Wales,Carlisle United,30,600K,4K,N. Adams,1697
233401,Iceland,Tromsø IL,23,900K,2K,A. Sigurðarson,1671
184249,Belgium,KV Kortrijk,26,775K,5K,L. Van Eenoo,1787
1210,Italy,Hamilton Academical FC,36,90K,2K,M. Donati,1738
137658,Germany,Werder Bremen II,34,350K,1K,R. Kazior,1718
215994,Russia,FC SKA-Energiya Khabarovsk,29,475K,6K,A. Cherevko,1728
159930,Chile,Audax Italiano,29,475K,2K,L. Carteldo,1769
173498,Wales,Exeter City,29,625K,4K,L. James,1757
183994,Brazil,Cerezo Osaka,30,625K,2K,Ricardo Santos,1638
178363,Haiti,Oldham Athletic,29,425K,2K,J. Placide,1047
184763,France,Le Havre AC,28,550K,2K,Y. Thuram,1151
204220,England,Östersunds FK,23,875K,2K,C. Edwards,1819
206524,England,Coventry City,22,850K,4K,J. Willis,1540
207804,England,Fleetwood Town,23,850K,2K,A. Bell,1677
215228,Argentina,Belgrano de Córdoba,26,675K,4K,C. Lema,1355
224956,England,Willem II,19,975K,2K,D. Crowley,1667
232380,Japan,Urawa Red Diamonds,28,675K,4K,Y. Mutō,1727
186300,Mexico,Tiburones Rojos de Veracruz,31,575K,3K,O. Vera,1799
211901,Georgia,1. FC Nürnberg,23,875K,6K,L. Hufnagel,1687
177341,Brazil,Frosinone,36,90K,1K,M. Zappino,1110
191165,Argentina,Bahía Blanca,28,675K,4K,R. Lentini,1688
210366,Germany,Bayer 04 Leverkusen,23,625K,8K,N. Lomb,1073
188094,Scotland,Heart of Midlothian,28,525K,2K,J. McLaughlin,1171
142271,Denmark,Viking FK,35,270K,1K,S. Ernemann,1835
221631,Norway,Rosenborg BK,23,925K,2K,M. Lundemo,1731
231103,France,AJ Auxerre,21,900K,2K,B. Konaté,1693
166847,Republic of Ireland,Atlanta United FC,29,625K,3K,C. McCann,1826
234943,Germany,Fortuna Düsseldorf,20,1.2M,7K,F. Neuhaus,1612
235199,South Africa,Orlando Pirates,22,875K,1K,R. Norodien,1514
236991,United States,Columbus Crew SC,22,825K,2K,A. Crognale,1439
179903,Australia,Ventforet Kofu,28,650K,2K,O. Bozanic,1821
183743,Mexico,Pachuca,29,425K,7K,A. Blanco,1104
191679,Korea Republic,Suwon Samsung Bluewings,31,425K,3K,Kwak Kwang Sun,1679
203456,Germany,Werder Bremen II,32,375K,1K,M. Pfitzner,1827
210880,Italy,Bari,24,875K,7K,R. Fiamozzi,1769
219584,Italy,Avellino,22,800K,1K,L. Lezzerini,1074
221120,Netherlands,NAC Breda,22,850K,3K,R. Vloet,1742
223424,Turkey,Kardemir Karabükspor,24,825K,4K,I. Depe,1617
231360,Argentina,Newell's Old Boys,21,825K,4K,J. Elías,1696
239808,Czech Republic,Sparta Praha,20,1.2M,1K,M. Sáček,1722
182464,China PR,,29,0,0,Zhao Mingjian,1727
184768,Ghana,Partick Thistle F.C.,30,475K,2K,A. Osman,1626
193728,Scotland,St. Johnstone FC,27,675K,3K,D. Wotherspoon,1813
206529,Ivory Coast,Stabæk Fotball,23,875K,2K,F. Boli,1575
210881,Scotland,Hibernian,22,900K,2K,J. McGinn,1893
212161,France,Le Havre AC,24,700K,2K,B. Traoré,1612
148673,Norway,FC København,33,250K,6K,T. Høgli,1685
