ID,Crossing,Balance,Aggression,Composure,Ballcontrol,Acceleration,Agility,Overall
183910,62,71,53,64,60,75,72,65
187238,60,75,63,55,67,68,66,65
194150,14,39,34,42,34,50,58,65
217191,59,64,59,58,60,77,74,65
157031,65,67,66,62,64,69,66,65
225128,56,73,54,63,68,66,57,65
233064,60,75,41,72,70,72,75,65
193896,57,76,70,61,64,71,68,65
205161,61,75,74,66,64,75,76,65
171881,46,75,78,61,59,70,66,65
207979,53,73,57,63,58,89,80,65
212075,59,79,57,61,62,79,72,65
222315,56,85,44,67,64,88,82,65
232555,65,75,51,57,65,73,72,65
215148,63,75,62,57,57,76,61,65
223852,29,53,62,55,51,54,47,65
228716,64,79,54,57,63,70,63,65
155757,64,61,79,68,62,49,70,65
223085,57,73,61,56,64,75,76,65
210798,39,64,80,58,59,79,63,65
213358,19,66,17,27,20,47,39,65
150894,54,51,68,69,62,34,32,65
220782,48,71,69,56,58,60,56,65
222830,48,65,59,41,57,72,72,65
215151,51,78,62,56,67,72,76,65
239215,54,72,43,62,74,73,73,65
189295,26,55,81,56,55,50,35,65
189551,64,47,71,55,64,51,58,65
196976,40,57,64,54,38,63,62,65
208752,33,70,55,48,42,65,68,65
219760,35,79,29,59,68,75,79,65
192624,69,74,60,54,69,74,75,65
210802,40,56,71,55,58,58,63,65
219762,61,71,55,63,54,70,73,65
240754,67,72,63,58,68,69,56,65
211059,57,53,56,53,60,61,47,65
212083,43,70,46,56,68,55,74,65
225395,16,45,25,33,19,41,36,65
226675,18,38,16,17,13,24,25,65
235891,67,71,55,60,57,63,58,65
237939,63,63,72,58,63,76,71,65
53363,21,48,33,40,19,33,43,65
209268,60,81,52,75,64,63,78,65
165748,56,69,92,54,60,70,73,65
232564,11,26,19,21,19,27,27,65
239732,50,63,55,72,66,68,57,65
199285,61,65,59,55,66,66,72,65
210805,51,72,42,50,64,64,79,65
236405,52,68,60,52,59,68,55,65
185205,45,69,53,60,62,74,69,65
188789,53,88,50,60,69,77,72,65
210806,64,68,85,62,58,80,73,65
234102,13,40,18,20,13,34,40,65
237942,68,74,51,53,59,73,61,65
177270,56,61,75,66,69,63,64,65
887,36,54,77,56,44,47,33,65
200823,57,35,84,49,63,42,34,65
179831,48,71,58,54,66,83,62,65
213624,12,37,22,29,17,44,37,65
215160,71,55,29,55,61,72,61,65
222328,46,67,57,58,56,68,70,65
241016,56,67,72,62,67,65,66,65
197241,51,59,73,70,71,31,58,65
201081,32,65,63,54,42,53,47,65
156025,34,57,72,53,48,51,50,65
223097,49,81,70,59,70,75,80,65
194937,44,46,75,58,55,55,51,65
223866,41,63,64,66,64,57,60,65
238970,64,75,52,49,64,79,76,65
190074,65,63,52,65,65,72,73,65
216699,51,73,40,65,70,69,68,65
219259,59,79,58,64,66,83,80,65
222587,58,67,68,52,63,69,62,65
235899,56,75,74,60,64,76,72,65
189563,59,62,69,59,59,70,62,65
201084,61,76,59,61,68,81,90,65
220028,60,74,66,59,60,80,67,65
237692,55,79,47,69,65,78,83,65
121980,7,39,45,51,21,34,33,65
221053,58,66,62,39,61,73,65,65
235133,53,66,33,65,60,85,62,65
210046,62,65,58,62,65,73,73,65
211070,54,56,66,55,62,62,51,65
226174,63,56,65,58,44,66,67,65
165502,14,57,39,60,21,46,50,65
235134,37,59,67,63,70,65,67,65
221567,64,71,65,60,65,72,71,65
230015,28,71,71,60,51,72,66,65
232831,30,58,43,65,35,66,52,65
171391,14,33,22,24,15,37,48,65
237183,62,60,26,48,62,77,73,65
239999,12,38,28,34,16,29,24,65
147584,19,56,32,43,21,38,36,65
222592,32,69,52,69,59,63,59,65
158592,14,56,17,14,16,45,59,65
208001,69,83,57,48,67,79,82,65
225409,64,76,74,50,50,86,79,65
181377,65,76,50,61,72,72,79,65
183425,39,71,65,57,70,77,74,65
215170,36,55,61,50,62,47,50,65
226690,14,60,27,45,24,45,60,65
194178,57,79,67,51,58,90,84,65
205443,34,58,58,57,67,59,60,65
142979,59,70,75,64,58,62,60,65
212099,58,74,64,68,65,67,76,65
213635,39,71,75,62,59,64,62,65
214147,39,34,77,50,52,60,34,65
214659,33,54,68,59,53,54,42,65
150659,14,45,40,48,23,36,45,65
225667,48,77,45,65,64,87,86,65
229251,64,55,62,62,65,78,48,65
232067,34,82,25,50,66,75,80,65
238979,29,42,63,62,38,38,40,65
199812,15,44,28,33,26,42,48,65
204676,76,80,58,58,67,69,75,65
212100,59,67,60,61,61,69,65,65
219781,67,67,67,56,57,75,68,65
238981,64,74,38,60,66,75,78,65
239749,48,57,70,55,60,63,53,65
176261,61,62,45,57,63,69,59,65
205190,58,61,63,57,65,67,61,65
210566,65,83,26,62,67,74,81,65
212358,61,89,42,56,66,73,90,65
215430,54,72,63,67,68,66,68,65
152454,63,65,78,65,64,81,73,65
235398,66,55,49,57,70,65,66,65
186502,59,72,59,66,66,56,64,65
203911,52,60,48,64,70,69,71,65
228231,12,51,24,25,20,46,36,65
167559,33,48,70,63,56,64,59,65
221832,71,78,52,49,66,66,53,65
205961,46,72,63,57,69,59,61,65
210314,53,40,68,66,64,53,49,65
227978,57,85,51,48,67,72,82,65
234890,29,72,35,64,63,53,57,65
220811,45,64,55,57,64,60,50,65
221323,32,61,59,58,47,63,56,65
186507,54,55,68,61,64,68,64,65
234636,35,54,42,63,67,63,63,65
238988,64,72,71,48,62,73,60,65
177036,48,43,85,66,52,53,34,65
177292,32,57,63,60,47,48,34,65
186508,15,66,27,40,13,21,57,65
189836,69,75,53,64,60,81,74,65
199053,36,65,46,66,61,73,72,65
202893,57,71,45,56,65,82,78,65
155533,50,51,85,66,59,62,56,65
229517,58,81,48,69,71,64,83,65
238989,66,70,35,55,63,72,49,65
226446,12,32,42,29,15,36,32,65
236430,62,55,33,44,66,72,71,65
204175,66,43,69,49,62,65,41,65
209551,58,66,61,50,66,76,77,65
216463,58,60,45,69,68,73,73,65
152463,66,73,61,77,67,68,73,65
159375,13,43,24,52,14,44,40,65
173199,36,55,60,60,50,58,59,65
111503,63,76,53,59,65,67,71,65
204176,64,55,62,59,58,69,58,65
209552,36,70,71,55,60,73,79,65
215952,14,57,26,27,23,41,30,65
227216,37,38,68,45,38,40,35,65
232848,56,55,58,52,54,63,71,65
234640,65,69,44,43,69,79,69,65
204689,47,61,58,49,69,80,79,65
211345,57,72,34,63,67,76,69,65
226705,57,73,55,49,62,87,77,65
228241,49,60,70,66,66,60,61,65
232849,62,61,57,63,56,81,73,65
233105,55,65,68,62,63,74,64,65
210835,19,42,23,19,30,28,39,65
211859,56,59,64,61,53,71,57,65
221587,61,64,54,56,68,79,74,65
222611,67,71,61,61,67,72,72,65
223123,66,42,71,59,62,65,66,65
158867,32,48,83,57,48,33,48,65
229011,31,59,66,55,64,52,38,65
232851,37,45,60,60,58,58,62,65
169619,49,58,75,65,64,50,67,65
236947,31,52,58,62,51,69,54,65
237715,43,67,54,59,65,65,67,65
193939,48,83,77,63,60,54,73,65
232852,64,64,63,60,66,68,70,65
179860,47,72,72,67,56,79,58,65
228245,60,75,49,60,70,76,78,65
229013,39,53,59,54,46,70,54,65
165269,63,57,59,58,65,78,67,65
232597,67,77,49,33,61,64,76,65
192661,60,65,64,55,64,68,66,65
138390,69,83,45,75,66,71,66,65
212118,69,75,52,65,71,59,73,65
200855,57,73,66,61,69,77,80,65
205975,66,70,55,59,57,77,62,65
215959,73,73,47,59,65,70,65,65
224407,69,61,58,66,67,71,65,65
227223,60,69,28,65,65,84,74,65
169623,48,57,72,58,51,62,56,65
201112,14,36,24,5,10,46,34,65
211608,33,63,65,60,55,60,49,65
211864,65,74,53,61,62,73,71,65
136601,13,58,21,65,24,50,52,65
156313,39,64,88,57,46,43,42,65
177049,61,70,76,65,65,65,64,65
195481,59,66,46,48,60,67,72,65
220314,12,40,19,30,17,40,33,65
224410,59,64,63,39,58,73,59,65
232602,29,55,53,47,62,47,46,65
167834,20,52,37,47,24,33,34,65
213147,58,65,66,60,58,78,70,65
223387,44,74,56,61,42,76,63,65
228763,52,65,81,63,65,75,72,65
207516,41,74,63,60,64,68,75,65
215196,68,63,80,61,67,77,68,65
225692,58,78,62,54,64,74,77,65
190620,71,59,50,58,61,73,63,65
203933,30,34,73,62,42,55,35,65
209565,47,79,75,63,59,66,76,65
234653,63,73,55,62,66,73,73,65
203166,59,67,74,64,64,78,69,65
211358,14,60,26,26,22,49,34,65
184222,17,26,21,25,24,36,31,65
152735,55,65,90,58,53,48,57,65
221599,30,79,39,50,67,77,74,65
177311,59,48,79,55,65,64,59,65
155808,13,36,22,34,22,28,33,65
221600,41,65,65,55,49,54,45,65
177568,63,70,67,64,65,54,65,65
187296,63,79,54,63,67,77,75,65
208801,61,67,43,57,70,75,72,65
214177,44,70,44,45,66,74,69,65
216481,27,53,60,48,54,53,43,65
235425,47,60,72,60,62,63,56,65
235937,53,65,55,68,68,68,62,65
237985,39,51,64,59,49,54,64,65
207522,40,53,34,52,65,53,49,65
240290,32,60,61,58,57,66,64,65
225699,56,87,65,54,53,72,83,65
231587,40,78,57,53,63,69,75,65
192163,43,56,83,60,49,54,51,65
207780,61,72,69,60,55,69,69,65
209572,12,52,21,21,21,39,50,65
222372,22,68,64,64,42,35,57,65
223652,57,77,49,59,68,69,74,65
227492,58,81,32,55,65,75,75,65
236196,43,63,55,60,62,73,72,65
237476,65,71,52,45,66,78,72,65
233125,58,76,45,55,75,75,78,65
208806,64,71,59,59,58,64,56,65
159910,21,25,17,37,15,14,28,65
228518,52,78,67,64,50,65,57,65
241062,36,70,70,60,57,60,55,65
193958,62,76,68,64,61,71,72,65
207783,52,76,62,42,56,80,79,65
211623,58,74,26,48,67,80,73,65
231591,66,78,37,56,65,79,76,65
240039,62,69,82,41,68,87,88,65
185255,61,60,53,61,68,68,73,65
228520,56,61,43,53,66,77,71,65
235176,62,73,48,55,65,74,76,65
240552,64,74,45,58,67,75,72,65
189352,58,81,38,62,68,77,85,65
138153,55,58,71,67,65,51,72,65
212137,66,64,55,52,63,77,69,65
241065,62,62,66,60,57,72,67,65
189865,60,75,54,62,61,79,76,65
215211,37,51,55,45,54,63,57,65
237739,26,65,75,43,39,66,69,65
239787,57,65,40,48,65,78,76,65
190635,54,66,74,66,64,68,71,65
194219,22,44,60,56,57,32,53,65
200876,61,73,73,61,59,73,61,65
210604,53,69,33,59,60,61,66,65
153004,66,56,75,72,63,55,54,65
232620,67,88,29,52,67,60,79,65
200877,65,67,55,68,71,73,83,65
201901,64,70,60,59,66,75,72,65
208813,56,73,27,59,67,79,84,65
216493,50,56,65,55,59,64,59,65
232365,14,45,28,49,10,43,25,65
234925,47,53,64,66,65,72,66,65
176301,57,63,67,65,64,45,61,65
184750,64,72,52,60,61,72,70,65
225200,63,68,47,55,62,79,74,65
229040,47,78,74,57,62,74,71,65
240560,63,75,27,63,63,65,69,65
200881,58,68,63,59,67,63,70,65
202673,10,67,44,52,23,44,58,65
204721,62,78,75,66,64,71,72,65
229297,67,76,33,56,67,73,74,65
234417,58,77,68,64,66,80,84,65
191921,71,63,42,60,67,60,74,65
204722,64,76,52,55,62,78,73,65
214194,69,74,63,47,52,75,79,65
160178,58,54,68,62,64,64,60,65
228786,35,51,67,59,44,49,49,65
232626,56,62,49,31,59,58,67,65
202932,33,64,36,57,65,63,67,65
143284,63,60,64,60,65,68,69,65
214964,53,90,28,56,65,80,86,65
158132,64,67,60,68,66,64,73,65
170164,60,62,64,64,63,72,63,65
179636,66,83,49,52,62,81,73,65
222645,60,76,68,66,63,67,67,65
233141,54,92,39,65,67,89,93,65
169909,60,80,69,55,62,76,78,65
189109,14,47,34,33,22,57,56,65
163766,20,50,70,62,52,64,26,65
203447,43,85,60,61,68,77,78,65
187831,60,49,71,48,71,78,79,65
160184,43,48,78,57,63,48,52,65
232376,58,65,72,56,66,73,67,65
202169,59,68,70,55,66,90,76,65
203705,66,65,49,49,64,70,71,65
214969,48,79,82,58,57,62,56,65
221625,34,54,64,65,67,58,52,65
223673,38,64,68,40,48,50,57,65
235961,46,70,73,59,66,68,70,65
193209,49,62,60,60,62,70,66,65
202426,58,53,65,64,66,72,71,65
142266,47,69,76,71,57,35,45,65
225722,34,75,55,59,55,62,50,65
228794,66,58,61,57,67,66,61,65
232122,55,54,44,60,61,59,50,65
197819,56,72,70,65,58,66,68,65
204219,27,62,55,50,59,54,63,65
206011,14,43,24,25,22,49,59,65
212923,67,72,45,56,60,74,67,65
229051,49,87,76,63,66,91,91,65
234939,12,25,20,37,18,26,36,65
185019,73,67,49,57,64,76,77,65
213692,64,68,46,60,69,71,78,65
231612,60,89,67,57,64,76,92,65
177340,14,30,30,25,23,52,49,65
183228,46,44,62,66,57,54,57,65
184764,49,60,70,46,50,61,56,65
137661,18,32,39,53,28,40,31,65
224445,32,64,62,56,59,58,50,65
177597,51,60,66,70,68,54,65,65
209342,66,62,60,67,71,78,54,65
238014,66,67,71,65,60,61,59,65
182206,23,51,29,49,33,57,56,65
184254,11,40,17,34,21,33,37,65
159935,45,56,70,56,38,49,43,65
225983,19,55,22,39,22,48,33,65
233151,46,86,43,57,66,90,79,65
221632,60,59,64,60,60,74,70,65
222912,50,75,80,51,67,64,50,65
159168,45,63,69,64,63,41,55,65
232896,34,79,30,65,62,76,76,65
239296,34,58,29,54,55,64,55,65
199873,55,68,59,53,67,70,75,65
201409,71,77,66,68,67,70,72,65
219585,39,75,66,56,65,68,73,65
224449,58,81,39,63,66,76,71,65
230849,70,73,51,55,64,77,66,65
231873,39,68,59,55,68,61,60,65
209602,52,55,64,68,59,69,59,65
212418,53,38,72,58,57,52,67,65
218050,21,55,73,57,56,51,47,65
219842,63,71,61,51,61,81,84,65
228290,23,54,70,59,42,72,46,65
233410,40,60,52,50,55,54,48,65
171970,61,72,72,68,70,64,71,65
223427,38,61,69,58,59,60,60,65
198852,35,56,72,58,65,64,64,65
200900,67,74,47,67,65,69,75,65
138180,62,80,55,59,65,78,75,65
220612,50,81,61,55,73,71,76,65
233156,13,48,30,37,13,48,62,65
239812,21,56,49,44,60,72,68,65
187588,56,63,62,57,59,66,58,65
208581,62,74,62,63,70,79,80,65
216005,26,33,62,69,61,33,32,65
220101,72,63,61,44,65,66,71,65
222661,58,66,56,66,66,72,70,65
159941,50,58,63,71,63,62,45,65
237765,62,65,63,68,63,76,68,65
179909,59,84,77,77,61,78,77,65
186565,64,71,47,54,63,82,78,65
208838,54,67,72,65,68,75,73,65
231366,41,60,64,47,58,61,55,65
233414,42,70,62,57,68,66,68,65
206535,58,50,60,60,65,71,58,65
224455,50,59,45,63,65,65,59,65
229575,54,77,51,58,71,67,71,65
166855,33,54,64,65,53,68,64,65
206536,56,65,70,68,61,66,68,65
228552,51,83,45,72,67,77,77,65
231624,60,58,51,59,67,76,67,65
236232,28,67,60,63,35,59,42,65
50632,25,34,69,63,44,39,49,65
229065,57,48,67,52,52,38,44,65
171721,47,57,68,65,56,43,64,65
237257,51,67,64,69,67,63,67,65
237513,63,61,42,70,69,64,77,65
201418,56,71,66,64,65,73,82,65
233930,57,74,59,58,65,77,70,65
234698,63,77,36,62,61,88,81,65
237770,31,54,42,58,72,52,59,65
210891,61,74,83,66,64,64,79,65
216011,64,63,74,60,65,67,56,65
176075,67,59,66,61,63,60,68,65
187083,41,49,70,62,55,32,37,65
189387,12,36,37,41,21,44,48,65
208076,62,76,64,60,65,62,77,65
209612,67,81,58,62,65,74,60,65
204237,55,86,51,60,70,87,85,65
213709,56,81,58,55,67,66,74,65
226765,52,88,27,66,65,89,86,65
235213,14,29,28,30,23,34,51,65
169933,64,63,65,63,60,70,67,65
202190,42,48,65,55,59,49,57,65
204494,59,69,61,53,66,76,68,65
214990,68,64,61,50,59,77,56,65
223694,64,61,51,56,64,67,63,65
191182,23,45,79,56,46,49,39,65
214479,22,67,71,45,50,57,66,65
235983,62,85,31,55,69,70,80,65
239567,62,60,59,61,60,62,53,65
241103,42,56,50,57,50,63,70,65
221648,57,65,64,40,61,72,68,65
171984,68,61,67,59,66,65,74,65
176592,46,40,67,58,50,30,31,65
183248,11,44,27,35,23,46,52,65
208593,68,75,43,59,69,73,80,65
209873,61,68,49,62,69,78,58,65
20689,55,55,87,59,50,53,58,65
222161,57,75,44,68,69,64,70,65
51921,49,75,79,80,67,62,70,65
208594,39,59,66,62,60,54,58,65
19410,55,44,69,59,63,50,45,65
171986,60,73,58,56,63,83,75,65
122066,48,40,61,66,62,32,38,65
192466,62,50,48,65,63,60,63,65
198611,57,65,73,63,62,69,70,65
158675,57,71,64,60,61,77,71,65
231123,61,66,55,54,59,57,56,65
209364,64,75,50,56,61,75,70,65
224980,66,65,77,50,63,81,65,65
226516,36,57,48,43,61,54,42,65
199381,48,71,57,58,50,34,57,65
210389,77,75,70,58,56,81,75,65
232661,42,59,58,48,67,71,69,65
234197,16,28,17,25,17,28,23,65
187093,69,78,62,62,63,67,70,65
227798,59,81,53,57,63,73,75,65
181462,68,74,59,68,63,64,62,65
208087,61,59,71,57,62,70,71,65
221656,60,56,72,54,60,76,65,65
236248,50,79,31,58,67,82,79,65
237784,69,72,46,40,63,76,79,65
183768,62,72,73,62,63,68,75,65
201945,63,78,48,59,68,81,83,65
206297,44,58,64,55,48,72,69,65
216282,59,73,65,44,61,67,67,65
216795,45,62,42,58,64,79,65,65
234971,28,61,67,58,45,55,58,65
237787,62,68,58,56,62,62,69,65
202204,64,61,52,62,69,69,74,65
207580,69,76,75,62,66,71,72,65
214492,55,90,43,63,53,92,82,65
222428,28,34,49,42,44,53,47,65
160220,43,63,55,60,62,73,72,65
226012,61,71,68,60,64,63,72,65
232156,64,51,48,48,67,77,69,65
237532,49,73,65,60,69,73,69,65
182748,63,65,62,61,50,72,73,65
200925,59,69,59,48,67,73,71,65
208349,33,55,56,61,63,45,36,65
222685,66,55,49,55,68,71,64,65
183517,58,76,80,69,64,72,73,65
207838,53,84,56,59,63,76,66,65
216286,54,65,65,65,69,71,61,65
218846,20,57,70,42,43,52,55,65
221662,53,79,55,62,64,79,78,65
234974,66,59,34,59,64,73,66,65
240094,62,70,60,59,65,74,71,65
193246,58,70,70,63,66,79,71,65
220895,51,86,59,62,67,83,91,65
223199,43,64,63,53,65,65,54,65
225759,60,62,35,61,64,89,84,65
238559,23,29,89,47,35,34,28,65
178143,15,55,42,33,20,52,55,65
200928,54,70,66,43,65,60,65,65
210144,48,54,66,61,51,69,72,65
182496,48,57,68,59,57,59,58,65
198625,16,53,20,31,11,41,43,65
202721,58,70,57,68,67,70,64,65
206561,13,52,20,50,19,51,47,65
210401,61,59,67,64,68,70,66,65
215777,58,64,65,55,67,67,64,65
217313,59,77,33,59,64,85,77,65
235233,31,78,31,55,63,79,55,65
238049,65,82,41,51,62,77,84,65
177377,56,60,64,65,62,50,64,65
215010,62,66,76,52,58,76,60,65
231138,47,69,54,58,69,87,80,65
190178,57,67,72,61,61,66,47,65
191458,56,75,40,64,61,79,79,65
213987,60,75,58,34,62,88,70,65
227555,48,68,69,56,57,75,69,65
236259,69,65,22,61,65,67,59,65
177123,42,67,64,57,59,49,65,65
188131,57,74,72,61,58,58,56,65
238052,11,26,28,30,14,33,27,65
189924,60,49,70,62,55,68,58,65
206053,58,69,43,65,63,83,82,65
208869,35,70,65,50,62,85,70,65
222693,66,75,55,60,60,81,80,65
229093,47,71,56,54,65,75,72,65
230117,18,50,22,30,15,31,34,65
234725,53,62,68,57,68,65,67,65
169701,57,73,50,54,57,76,72,65
238053,62,87,35,60,63,83,78,65
211174,50,64,70,61,64,63,67,65
224230,55,67,55,69,63,73,75,65
229094,64,79,63,65,64,75,73,65
231142,31,56,67,57,47,60,50,65
178150,49,57,51,70,57,88,73,65
203751,63,74,49,57,62,66,67,65
192231,61,78,77,63,63,75,83,65
212712,66,61,70,55,58,64,68,65
229096,61,72,63,54,67,76,77,65
229608,61,73,58,65,66,78,78,65
236264,44,76,68,55,55,55,52,65
237032,41,63,69,49,52,58,60,65
206313,51,54,74,65,68,69,72,65
155625,72,78,67,53,57,80,79,65
163049,58,62,62,60,61,89,79,65
231913,64,75,77,63,66,70,74,65
169449,40,52,77,62,60,62,50,65
235753,66,72,70,57,59,66,64,65
182761,17,45,37,61,17,35,47,65
226538,64,57,72,57,60,68,66,65
237546,59,54,56,64,65,49,52,65
210667,61,70,67,68,69,67,68,65
165867,62,71,52,58,64,56,70,65
232939,64,82,57,52,61,79,77,65
203500,47,78,61,56,58,76,81,65
213228,53,90,81,56,74,67,72,65
228332,43,72,77,59,60,69,69,65
236268,55,79,51,57,61,78,73,65
212973,17,53,24,32,15,44,31,65
232685,49,58,62,57,42,54,74,65
183789,14,49,23,44,33,38,39,65
220654,58,69,59,58,66,66,64,65
222702,29,66,63,50,43,46,43,65
239854,53,72,65,56,64,63,67,65
204783,69,67,55,57,68,61,66,65
140271,61,78,57,75,64,51,66,65
215023,53,54,62,50,67,65,57,65
226543,28,61,49,61,31,68,49,65
239855,57,72,44,62,67,77,73,65
204528,48,58,34,60,64,58,64,65
161776,15,43,39,48,22,55,46,65
229872,74,78,53,48,55,75,72,65
233712,55,92,32,61,66,85,89,65
213745,33,57,51,58,60,53,29,65
221681,22,60,73,68,50,52,59,65
224241,18,68,24,31,25,45,31,65
232177,52,65,59,66,66,74,70,65
228082,57,77,58,52,72,76,79,65
236786,63,62,39,62,66,76,69,65
191730,66,83,66,56,62,75,75,65
143091,19,47,42,66,24,44,41,65
237555,38,60,65,62,60,69,67,65
181491,59,70,55,62,66,80,74,65
205812,13,45,19,63,22,40,41,65
223732,15,48,45,24,22,50,49,65
230644,55,77,69,66,70,68,65,65
237556,27,56,68,56,61,63,43,65
178420,38,48,68,65,51,34,32,65
158453,66,34,50,65,68,68,55,65
214518,70,66,66,58,61,67,70,65
225014,58,75,45,62,68,73,91,65
225782,60,70,55,55,63,77,74,65
232438,55,75,29,51,68,76,81,65
167926,52,62,77,63,65,67,72,65
189686,55,67,33,54,63,83,70,65
193014,64,80,65,63,62,80,91,65
232439,65,65,64,59,66,72,60,65
238072,55,58,72,56,69,60,55,65
210937,64,68,35,74,74,74,71,65
148729,22,47,42,49,18,21,50,65
224761,19,48,17,26,24,36,35,65
229625,60,53,48,58,61,80,65,65
239865,39,66,67,57,59,62,55,65
177401,62,66,69,66,58,69,62,65
180729,11,50,35,40,14,51,54,65
207610,13,22,31,28,16,47,38,65
226811,34,67,40,55,62,68,66,65
189691,42,61,31,60,66,73,80,65
201212,61,50,61,54,50,60,61,65
208636,61,67,67,63,63,71,78,65
220156,35,54,55,59,60,54,55,65
239612,48,54,64,61,66,62,57,65
202749,60,62,63,61,43,31,79,65
211453,51,58,57,60,65,66,55,65
217597,15,58,27,31,19,45,32,65
223997,60,71,44,65,63,74,71,65
237565,59,57,74,59,57,71,56,65
107261,19,39,30,32,21,46,56,65
238589,19,36,72,44,31,34,43,65
240893,58,42,48,61,70,44,58,65
205054,70,85,63,67,62,78,74,65
211966,60,69,59,52,62,82,74,65
212990,58,75,52,60,66,72,70,65
239614,64,62,47,51,65,68,57,65
212223,32,81,43,54,59,91,83,65
224511,62,77,62,50,62,71,72,65
232447,12,31,22,40,19,31,39,65
234239,51,87,59,55,67,75,85,65
189439,60,54,70,60,69,55,58,65
165888,23,54,73,60,55,51,33,64
235520,48,59,62,54,67,60,61,64
237312,54,86,38,53,60,76,85,64
239616,52,75,44,36,66,79,58,64
176384,20,40,32,42,13,38,53,64
186112,46,52,70,65,56,77,68,64
190976,64,62,50,67,69,63,78,64
216321,52,63,61,60,67,64,71,64
216833,12,34,24,27,20,44,35,64
221441,55,80,46,61,63,74,79,64
224769,66,61,63,54,59,63,63,64
230145,43,66,39,55,75,68,71,64
237569,34,62,30,51,62,57,66,64
224002,60,89,66,50,59,83,73,64
229890,55,58,65,54,58,49,58,64
232706,68,67,58,58,62,67,74,64
237826,58,75,67,59,61,69,57,64
209411,17,56,25,24,23,41,31,64
228867,42,71,60,59,72,55,52,64
229891,61,79,77,62,63,69,78,64
233987,48,66,61,62,54,59,58,64
189955,11,47,17,23,15,32,40,64
199684,33,61,70,58,50,66,70,64
220676,35,41,56,56,56,69,49,64
232196,59,86,28,56,62,83,80,64
237060,58,46,45,51,58,68,58,64
238084,59,58,54,64,66,73,70,64
219653,31,83,65,53,64,70,80,64
220421,56,83,53,59,63,81,81,64
228101,60,73,54,55,62,83,62,64
228357,55,66,54,53,72,77,73,64
230917,46,64,59,53,62,61,57,64
232453,64,63,51,42,59,56,65,64
190981,57,76,39,63,64,78,76,64
201992,52,64,46,56,60,82,76,64
232456,68,54,54,47,56,63,57,64
232968,16,49,21,37,18,33,47,64
234760,52,42,53,58,62,79,54,64
235272,59,69,33,64,65,75,72,64
238600,53,62,32,46,61,70,62,64
240136,49,75,53,64,69,70,66,64
178184,36,57,61,54,56,63,58,64
198153,60,74,64,64,67,71,80,64
228873,64,80,56,55,64,84,82,64
229129,60,78,46,61,70,68,56,64
46857,72,64,65,70,68,45,68,64
204554,55,66,64,57,55,76,58,64
209162,27,51,72,62,63,76,70,64
225034,35,63,61,58,49,63,51,64
208907,45,61,55,54,65,64,79,64
224267,30,32,64,54,39,51,36,64
225036,47,59,43,48,57,63,51,64
225804,52,67,41,57,68,73,69,64
231948,44,58,71,60,60,65,64,64
193804,62,81,72,62,59,77,76,64
221197,54,61,57,49,65,84,74,64
232461,40,46,51,52,63,70,58,64
205582,61,74,31,59,62,74,75,64
211982,65,74,70,49,58,74,73,64
214030,36,69,71,45,64,61,59,64
217870,62,44,57,56,56,68,70,64
222734,64,74,33,54,62,78,75,64
225550,68,88,29,50,70,60,61,64
211215,64,77,55,65,68,74,62,64
225295,52,67,62,56,65,66,55,64
238351,57,72,54,65,57,73,68,64
241167,63,72,42,64,70,73,68,64
202256,55,42,78,66,56,34,55,64
204304,63,64,71,60,63,76,82,64
213520,64,64,51,54,58,74,61,64
220432,13,50,31,46,19,53,60,64
220944,20,67,20,47,35,40,36,64
222480,55,54,42,60,62,87,72,64
230928,26,45,64,56,56,55,51,64
241168,53,70,38,57,66,72,63,64
207633,13,32,25,30,17,47,34,64
225041,65,70,54,65,66,67,58,64
167697,55,62,61,67,67,59,56,64
41233,47,49,59,71,60,47,50,64
237841,59,64,75,52,58,77,65,64
177425,51,60,53,66,56,58,59,64
200210,58,77,55,62,65,71,85,64
202514,58,52,52,59,67,70,73,64
205586,49,71,67,52,61,84,72,64
208146,29,61,66,64,46,64,61,64
213778,42,56,54,55,63,77,65,64
28178,63,70,68,62,64,55,69,64
232466,12,47,28,38,13,32,34,64
232722,49,65,55,57,51,58,57,64
181010,44,73,80,69,58,53,53,64
187154,15,41,50,45,34,54,57,64
202259,53,60,59,59,51,68,63,64
203283,62,56,38,55,66,72,70,64
232723,53,63,38,55,65,74,59,64
240659,45,75,42,55,64,70,62,64
240915,53,60,57,44,52,65,58,64
200468,23,34,76,55,54,48,39,64
211732,53,59,30,64,62,63,63,64
223252,61,77,63,59,60,86,71,64
237076,41,85,57,54,43,76,60,64
192020,68,71,58,65,71,84,78,64
211221,43,56,36,52,65,85,70,64
219413,45,66,49,45,53,76,67,64
224789,63,70,61,51,61,73,72,64
225557,30,69,65,55,53,71,66,64
240149,28,63,48,66,50,63,36,64
54037,11,35,25,40,21,29,37,64
239894,65,70,70,62,62,72,64,64
240662,14,35,27,25,11,24,36,64
201495,41,71,48,62,63,76,69,64
212247,13,47,23,37,21,40,33,64
213527,65,83,84,57,64,83,71,64
234007,71,69,43,56,71,58,71,64
236823,13,38,22,50,15,31,23,64
219672,32,53,81,53,63,64,37,64
172568,62,66,54,64,64,62,72,64
203289,65,83,53,58,66,82,83,64
229657,64,81,70,57,65,80,81,64
172825,53,78,49,50,62,67,74,64
201498,55,73,69,60,65,59,77,64
137498,62,68,64,61,61,69,70,64
